"city","county","year","TOTAL_POP"
"Menlo Park","San Mateo County",2003,30507
"Menlo Park","San Mateo County",2004,30355
"Menlo Park","San Mateo County",2005,30489
"Menlo Park","San Mateo County",2006,30732
"Menlo Park","San Mateo County",2007,31207
"Menlo Park","San Mateo County",2008,31688
"Menlo Park","San Mateo County",2009,32026
"Menlo Park","San Mateo County",2010,32051
"Menlo Park","San Mateo County",2011,32285
"Menlo Park","San Mateo County",2012,32605
"Menlo Park","San Mateo County",2013,32667
"Menlo Park","San Mateo County",2014,32902
"Menlo Park","San Mateo County",2015,32976
"Menlo Park","San Mateo County",2016,34789
"Menlo Park","San Mateo County",2017,35268
"Millbrae","San Mateo County",1980,20050
"Millbrae","San Mateo County",1981,20050
"Millbrae","San Mateo County",1982,20150
"Millbrae","San Mateo County",1983,20200
"Millbrae","San Mateo County",1984,20150
"Millbrae","San Mateo County",1985,20150
"Millbrae","San Mateo County",1986,20200
"Millbrae","San Mateo County",1987,20250
"Millbrae","San Mateo County",1988,20200
"Millbrae","San Mateo County",1989,20450
"Millbrae","San Mateo County",1990,20296
"Millbrae","San Mateo County",1991,20423
"Millbrae","San Mateo County",1992,20626
"Millbrae","San Mateo County",1993,20703
"Millbrae","San Mateo County",1994,20795
"Millbrae","San Mateo County",1995,20862
"Millbrae","San Mateo County",1996,20987
"Millbrae","San Mateo County",1997,21128
"Millbrae","San Mateo County",1998,20888
"Millbrae","San Mateo County",1999,20718
"Millbrae","San Mateo County",2000,20696
"Millbrae","San Mateo County",2001,20583
"Millbrae","San Mateo County",2002,20481
"Millbrae","San Mateo County",2003,20427
"Millbrae","San Mateo County",2004,20359
"Millbrae","San Mateo County",2005,20375
"Millbrae","San Mateo County",2006,20468
"Millbrae","San Mateo County",2007,20947
"Millbrae","San Mateo County",2008,21136
"Millbrae","San Mateo County",2009,21532
"Millbrae","San Mateo County",2010,21653
"Millbrae","San Mateo County",2011,22141
"Millbrae","San Mateo County",2012,22390
"Millbrae","San Mateo County",2013,22461
"Millbrae","San Mateo County",2014,22578
"Millbrae","San Mateo County",2015,22668
"Millbrae","San Mateo County",2016,22796
"Millbrae","San Mateo County",2017,22854
"Pacifica","San Mateo County",1980,36700
"Pacifica","San Mateo County",1981,36550
"Pacifica","San Mateo County",1982,36650
"Pacifica","San Mateo County",1983,36650
"Pacifica","San Mateo County",1984,36700
"Pacifica","San Mateo County",1985,36850
"Pacifica","San Mateo County",1986,36600
"Pacifica","San Mateo County",1987,36500
"Pacifica","San Mateo County",1988,37000
"Pacifica","San Mateo County",1989,37500
"Pacifica","San Mateo County",1990,37422
"Pacifica","San Mateo County",1991,37626
"Pacifica","San Mateo County",1992,37765
"Pacifica","San Mateo County",1993,37667
"Pacifica","San Mateo County",1994,37305
"Pacifica","San Mateo County",1995,37640
"Pacifica","San Mateo County",1996,37873
"Pacifica","San Mateo County",1997,38097
"Pacifica","San Mateo County",1998,38183
"Pacifica","San Mateo County",1999,38392
"Pacifica","San Mateo County",2000,38309
"Pacifica","San Mateo County",2001,37903
"Pacifica","San Mateo County",2002,37513
"Pacifica","San Mateo County",2003,37215
"Pacifica","San Mateo County",2004,36887
"Pacifica","San Mateo County",2005,36691
"Pacifica","San Mateo County",2006,36702
"Pacifica","San Mateo County",2007,36940
"Pacifica","San Mateo County",2008,37153
"Pacifica","San Mateo County",2009,37234
"Pacifica","San Mateo County",2010,37309
"Pacifica","San Mateo County",2011,37507
"Pacifica","San Mateo County",2012,37980
"Pacifica","San Mateo County",2013,38143
"Pacifica","San Mateo County",2014,38232
"Pacifica","San Mateo County",2015,38318
"Pacifica","San Mateo County",2016,38342
"Pacifica","San Mateo County",2017,38418
"Portola Valley","San Mateo County",1980,3960
"Portola Valley","San Mateo County",1981,4000
"Portola Valley","San Mateo County",1982,3990
"Portola Valley","San Mateo County",1983,4020
"Portola Valley","San Mateo County",1984,4020
"Portola Valley","San Mateo County",1985,4070
"Portola Valley","San Mateo County",1986,4150
"Portola Valley","San Mateo County",1987,4170
"Portola Valley","San Mateo County",1988,4220
"Portola Valley","San Mateo County",1989,4210
"Portola Valley","San Mateo County",1990,4125
"Portola Valley","San Mateo County",1991,4141
"Portola Valley","San Mateo County",1992,4184
"Portola Valley","San Mateo County",1993,4235
"Portola Valley","San Mateo County",1994,4289
"Portola Valley","San Mateo County",1995,4312
"Portola Valley","San Mateo County",1996,4359
"Portola Valley","San Mateo County",1997,4393
"Portola Valley","San Mateo County",1998,4417
"Portola Valley","San Mateo County",1999,4462
"Portola Valley","San Mateo County",2000,4436
"Portola Valley","San Mateo County",2001,4409
"Portola Valley","San Mateo County",2002,4368
"Portola Valley","San Mateo County",2003,4370
"Portola Valley","San Mateo County",2004,4331
"Portola Valley","San Mateo County",2005,4315
"Portola Valley","San Mateo County",2006,4323
"Portola Valley","San Mateo County",2007,4328
"Portola Valley","San Mateo County",2008,4341
"Portola Valley","San Mateo County",2009,4353
"Portola Valley","San Mateo County",2010,4377
"Portola Valley","San Mateo County",2011,4477
"Portola Valley","San Mateo County",2012,4554
"Portola Valley","San Mateo County",2013,4583
"Portola Valley","San Mateo County",2014,4680
"Portola Valley","San Mateo County",2015,4744
"Portola Valley","San Mateo County",2016,4747
"Portola Valley","San Mateo County",2017,4767
"Redwood City","San Mateo County",1980,55300
"Redwood City","San Mateo County",1981,55700
"Redwood City","San Mateo County",1982,57000
"Redwood City","San Mateo County",1983,57800
"Redwood City","San Mateo County",1984,59000
"Redwood City","San Mateo County",1985,59800
"Redwood City","San Mateo County",1986,61300
"Redwood City","San Mateo County",1987,62200
"Redwood City","San Mateo County",1988,63700
"Redwood City","San Mateo County",1989,65600
"Redwood City","San Mateo County",1990,66617
"Redwood City","San Mateo County",1991,67437
"Redwood City","San Mateo County",1992,68167
"Redwood City","San Mateo County",1993,68626
"Redwood City","San Mateo County",1994,69376
"Redwood City","San Mateo County",1995,70275
"Redwood City","San Mateo County",1996,71435
"Redwood City","San Mateo County",1997,72754
"Redwood City","San Mateo County",1998,73835
"Redwood City","San Mateo County",1999,75402
"Redwood City","San Mateo County",2000,75361
"Redwood City","San Mateo County",2001,75447
"Redwood City","San Mateo County",2002,75078
"Redwood City","San Mateo County",2003,74885
"Redwood City","San Mateo County",2004,74621
"Redwood City","San Mateo County",2005,74663
"Redwood City","San Mateo County",2006,75080
"Redwood City","San Mateo County",2007,75525
"Redwood City","San Mateo County",2008,76198
"Redwood City","San Mateo County",2009,76815
"Redwood City","San Mateo County",2010,78351
"Redwood City","San Mateo County",2011,79843
"Redwood City","San Mateo County",2012,81248
"Redwood City","San Mateo County",2013,82775
"Redwood City","San Mateo County",2014,84204
"Redwood City","San Mateo County",2015,86079
"Redwood City","San Mateo County",2016,86271
"Redwood City","San Mateo County",2017,86380
"San Bruno","San Mateo County",1980,35500
"San Bruno","San Mateo County",1981,35400
"San Bruno","San Mateo County",1982,35700
"San Bruno","San Mateo County",1983,35800
"San Bruno","San Mateo County",1984,36200
"San Bruno","San Mateo County",1985,36350
"San Bruno","San Mateo County",1986,36500
"San Bruno","San Mateo County",1987,37950
"San Bruno","San Mateo County",1988,38200
"San Bruno","San Mateo County",1989,38900
"San Bruno","San Mateo County",1990,38734
"San Bruno","San Mateo County",1991,38848
"San Bruno","San Mateo County",1992,39248
"San Bruno","San Mateo County",1993,39281
"San Bruno","San Mateo County",1994,39472
"San Bruno","San Mateo County",1995,39535
"San Bruno","San Mateo County",1996,39731
"San Bruno","San Mateo County",1997,39956
"San Bruno","San Mateo County",1998,39999
"San Bruno","San Mateo County",1999,40165
"San Bruno","San Mateo County",2000,39948
"San Bruno","San Mateo County",2001,39476
"San Bruno","San Mateo County",2002,39870
"San Bruno","San Mateo County",2003,39566
"San Bruno","San Mateo County",2004,39655
"San Bruno","San Mateo County",2005,39474
"San Bruno","San Mateo County",2006,39592
"San Bruno","San Mateo County",2007,40773
"San Bruno","San Mateo County",2008,40993
"San Bruno","San Mateo County",2009,41114
"San Bruno","San Mateo County",2010,42018
"San Bruno","San Mateo County",2011,43259
"San Bruno","San Mateo County",2012,43984
"San Bruno","San Mateo County",2013,44311
"San Bruno","San Mateo County",2014,45861
"San Bruno","San Mateo County",2015,46036
"San Bruno","San Mateo County",2016,45965
"San Bruno","San Mateo County",2017,46085
"San Carlos","San Mateo County",1980,24850
"San Carlos","San Mateo County",1981,25050
"San Carlos","San Mateo County",1982,25250
"San Carlos","San Mateo County",1983,25300
"San Carlos","San Mateo County",1984,25450
"San Carlos","San Mateo County",1985,25550
"San Carlos","San Mateo County",1986,25450
"San Carlos","San Mateo County",1987,25550
"San Carlos","San Mateo County",1988,25700
"San Carlos","San Mateo County",1989,26100
"San Carlos","San Mateo County",1990,26228
"San Carlos","San Mateo County",1991,26392
"San Carlos","San Mateo County",1992,26618
"San Carlos","San Mateo County",1993,26714
"San Carlos","San Mateo County",1994,27022
"San Carlos","San Mateo County",1995,27091
"San Carlos","San Mateo County",1996,27236
"San Carlos","San Mateo County",1997,27423
"San Carlos","San Mateo County",1998,27514
"San Carlos","San Mateo County",1999,27718
"San Carlos","San Mateo County",2000,27685
"San Carlos","San Mateo County",2001,27551
"San Carlos","San Mateo County",2002,27406
"San Carlos","San Mateo County",2003,27343
"San Carlos","San Mateo County",2004,27428
"San Carlos","San Mateo County",2005,27473
"San Carlos","San Mateo County",2006,27642
"San Carlos","San Mateo County",2007,27923
"San Carlos","San Mateo County",2008,28152
"San Carlos","San Mateo County",2009,28406
"San Carlos","San Mateo County",2010,28820
"San Carlos","San Mateo County",2011,28937
"San Carlos","San Mateo County",2012,29283
"San Carlos","San Mateo County",2013,29425
"San Carlos","San Mateo County",2014,29489
"San Carlos","San Mateo County",2015,29534
"San Carlos","San Mateo County",2016,29681
"San Carlos","San Mateo County",2017,29897
"San Mateo","San Mateo County",1980,77900
"San Mateo","San Mateo County",1981,78300
"San Mateo","San Mateo County",1982,79800
"San Mateo","San Mateo County",1983,81400
"San Mateo","San Mateo County",1984,82600
"San Mateo","San Mateo County",1985,82600
"San Mateo","San Mateo County",1986,83200
"San Mateo","San Mateo County",1987,83100
"San Mateo","San Mateo County",1988,84700
"San Mateo","San Mateo County",1989,85200
"San Mateo","San Mateo County",1990,85674
"San Mateo","San Mateo County",1991,86306
"San Mateo","San Mateo County",1992,87232
"San Mateo","San Mateo County",1993,88078
"San Mateo","San Mateo County",1994,89223
"San Mateo","San Mateo County",1995,89503
"San Mateo","San Mateo County",1996,90198
"San Mateo","San Mateo County",1997,90829
"San Mateo","San Mateo County",1998,91022
"San Mateo","San Mateo County",1999,92482
"San Mateo","San Mateo County",2000,92559
"San Mateo","San Mateo County",2001,93294
"San Mateo","San Mateo County",2002,93068
"San Mateo","San Mateo County",2003,93479
"San Mateo","San Mateo County",2004,93396
"San Mateo","San Mateo County",2005,93613
"San Mateo","San Mateo County",2006,94344
"San Mateo","San Mateo County",2007,95050
"San Mateo","San Mateo County",2008,96170
"San Mateo","San Mateo County",2009,97207
"San Mateo","San Mateo County",2010,97571
"San Mateo","San Mateo County",2011,98419
"San Mateo","San Mateo County",2012,99743
"San Mateo","San Mateo County",2013,100403
"San Mateo","San Mateo County",2014,101608
"San Mateo","San Mateo County",2015,103006
"San Mateo","San Mateo County",2016,103465
"San Mateo","San Mateo County",2017,104490
"South San Francisco","San Mateo County",1980,50200
"South San Francisco","San Mateo County",1981,51000
"South San Francisco","San Mateo County",1982,51200
"South San Francisco","San Mateo County",1983,52100
"South San Francisco","San Mateo County",1984,52800
"South San Francisco","San Mateo County",1985,52700
"South San Francisco","San Mateo County",1986,52700
"South San Francisco","San Mateo County",1987,52800
"South San Francisco","San Mateo County",1988,53400
"South San Francisco","San Mateo County",1989,54000
"South San Francisco","San Mateo County",1990,54371
"South San Francisco","San Mateo County",1991,54902
"South San Francisco","San Mateo County",1992,55187
"South San Francisco","San Mateo County",1993,55668
"South San Francisco","San Mateo County",1994,55443
"South San Francisco","San Mateo County",1995,55748
"South San Francisco","San Mateo County",1996,56171
"South San Francisco","San Mateo County",1997,57225
"South San Francisco","San Mateo County",1998,58754
"South San Francisco","San Mateo County",1999,60552
"South San Francisco","San Mateo County",2000,60528
"South San Francisco","San Mateo County",2001,60132
"South San Francisco","San Mateo County",2002,59913
"South San Francisco","San Mateo County",2003,59917
"South San Francisco","San Mateo County",2004,60172
"South San Francisco","San Mateo County",2005,60211
"South San Francisco","San Mateo County",2006,60491
"South San Francisco","San Mateo County",2007,61701
"South San Francisco","San Mateo County",2008,62999
"South San Francisco","San Mateo County",2009,63632
"South San Francisco","San Mateo County",2010,64083
"South San Francisco","San Mateo County",2011,64523
"South San Francisco","San Mateo County",2012,65691
"South San Francisco","San Mateo County",2013,65992
"South San Francisco","San Mateo County",2014,66297
"South San Francisco","San Mateo County",2015,66597
"South San Francisco","San Mateo County",2016,66752
"South San Francisco","San Mateo County",2017,67082
"Unincorporated","San Mateo County",1980,71800
"Unincorporated","San Mateo County",1981,72100
"Unincorporated","San Mateo County",1982,72800
"Unincorporated","San Mateo County",1983,55500
"Unincorporated","San Mateo County",1984,54700
"Unincorporated","San Mateo County",1985,54400
"Unincorporated","San Mateo County",1986,54700
"Unincorporated","San Mateo County",1987,55600
"Unincorporated","San Mateo County",1988,56400
"Unincorporated","San Mateo County",1989,57500
"Woodside","San Mateo County",1980,5275
"Woodside","San Mateo County",1981,5225
"Woodside","San Mateo County",1982,5175
"Woodside","San Mateo County",1983,5150
"Woodside","San Mateo County",1984,5125
"Woodside","San Mateo County",1985,5100
"Woodside","San Mateo County",1986,5075
"Woodside","San Mateo County",1987,5050
"Woodside","San Mateo County",1988,5050
"Woodside","San Mateo County",1989,5050
"Woodside","San Mateo County",1990,5009
"Woodside","San Mateo County",1991,5022
"Woodside","San Mateo County",1992,5084
"Woodside","San Mateo County",1993,5062
"Woodside","San Mateo County",1994,5170
"Woodside","San Mateo County",1995,5201
"Woodside","San Mateo County",1996,5265
"Woodside","San Mateo County",1997,5350
"Woodside","San Mateo County",1998,5396
"Woodside","San Mateo County",1999,5352
"Woodside","San Mateo County",2000,5331
"Woodside","San Mateo County",2001,5267
"Woodside","San Mateo County",2002,5205
"Woodside","San Mateo County",2003,5265
"Woodside","San Mateo County",2004,5241
